Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),    tephroite,     fayalite,   co-olivine,   ni-olivine, monticellite,   forsterite
134,1033.50,2.000,-11.396,0.0713,3.4111,38.2435,0.0000,0.0000,0.0000,0.0000,23.3415,0.2968,37.8562,0.0000,0.0000,0.2619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.034,-0.824,0.161,0.021,0.084,0.003287,0.255210,0.000000,0.000000,0.007339,0.734164
135,1033.00,2.000,-11.412,0.2010,3.4116,38.2373,0.0000,0.0000,0.0000,0.0000,23.3741,0.2974,37.8296,0.0000,0.0000,0.2616,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.912,-2.321,0.452,0.059,0.238,0.003294,0.255608,0.000000,0.000000,0.007329,0.733769
136,1032.50,2.000,-11.428,0.3299,3.4122,38.2312,0.0000,0.0000,0.0000,0.0000,23.4066,0.2980,37.8031,0.0000,0.0000,0.2612,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-4.779,-3.810,0.742,0.097,0.391,0.003301,0.256004,0.000000,0.000000,0.007319,0.733376
137,1032.00,2.000,-11.444,0.4581,3.4127,38.2250,0.0000,0.0000,0.0000,0.0000,23.4390,0.2986,37.7767,0.0000,0.0000,0.2608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.635,-5.290,1.031,0.134,0.543,0.003308,0.256399,0.000000,0.000000,0.007309,0.732983
138,1031.50,2.000,-11.460,0.5857,3.4133,38.2189,0.0000,0.0000,0.0000,0.0000,23.4712,0.2992,37.7503,0.0000,0.0000,0.2604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-8.479,-6.761,1.317,0.172,0.694,0.003315,0.256793,0.000000,0.000000,0.007300,0.732592
139,1031.00,2.000,-11.476,0.7125,3.4138,38.2128,0.0000,0.0000,0.0000,0.0000,23.5034,0.2997,37.7241,0.0000,0.0000,0.2600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.312,-8.223,1.602,0.209,0.844,0.003322,0.257186,0.000000,0.000000,0.007290,0.732203
140,1030.50,2.000,-11.492,0.8387,3.4144,38.2068,0.0000,0.0000,0.0000,0.0000,23.5354,0.3003,37.6979,0.0000,0.0000,0.2596,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.134,-9.676,1.885,0.246,0.993,0.003329,0.257577,0.000000,0.000000,0.007280,0.731814
141,1030.00,2.000,-11.508,0.9641,3.4149,38.2007,0.0000,0.0000,0.0000,0.0000,23.5673,0.3009,37.6719,0.0000,0.0000,0.2592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.944,-11.121,2.167,0.282,1.141,0.003336,0.257967,0.000000,0.000000,0.007270,0.731427
142,1029.50,2.000,-11.524,1.0889,3.4155,38.1947,0.0000,0.0000,0.0000,0.0000,23.5991,0.3015,37.6459,0.0000,0.0000,0.2588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-15.744,-12.557,2.447,0.319,1.289,0.003343,0.258356,0.000000,0.000000,0.007260,0.731042
143,1029.00,2.000,-11.540,1.2131,3.4160,38.1887,0.0000,0.0000,0.0000,0.0000,23.6308,0.3020,37.6200,0.0000,0.0000,0.2584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-17.533,-13.984,2.725,0.355,1.435,0.003350,0.258743,0.000000,0.000000,0.007250,0.730657
144,1028.50,2.000,-11.555,1.3365,3.4166,38.1827,0.0000,0.0000,0.0000,0.0000,23.6624,0.3026,37.5943,0.0000,0.0000,0.2580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-19.311,-15.404,3.001,0.391,1.581,0.003356,0.259130,0.000000,0.000000,0.007240,0.730274
145,1028.00,2.000,-11.571,1.4593,3.4171,38.1768,0.0000,0.0000,0.0000,0.0000,23.6938,0.3032,37.5686,0.0000,0.0000,0.2576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-21.078,-16.815,3.276,0.427,1.726,0.003363,0.259515,0.000000,0.000000,0.007230,0.729892
146,1027.50,2.000,-11.587,1.5815,3.4176,38.1708,0.0000,0.0000,0.0000,0.0000,23.7252,0.3037,37.5430,0.0000,0.0000,0.2572,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-22.834,-18.217,3.550,0.463,1.870,0.003370,0.259899,0.000000,0.000000,0.007220,0.729512
147,1027.00,2.000,-11.603,1.7030,3.4182,38.1649,0.0000,0.0000,0.0000,0.0000,23.7564,0.3043,37.5175,0.0000,0.0000,0.2568,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-24.581,-19.612,3.822,0.498,2.013,0.003377,0.260281,0.000000,0.000000,0.007209,0.729132
148,1026.50,2.000,-11.618,1.8239,3.4187,38.1590,0.0000,0.0000,0.0000,0.0000,23.7876,0.3049,37.4921,0.0000,0.0000,0.2564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-26.316,-20.998,4.092,0.533,2.156,0.003383,0.260663,0.000000,0.000000,0.007199,0.728755
149,1026.00,2.000,-11.634,1.9441,3.4192,38.1532,0.0000,0.0000,0.0000,0.0000,23.8186,0.3054,37.4668,0.0000,0.0000,0.2560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-28.042,-22.377,4.360,0.569,2.298,0.003390,0.261043,0.000000,0.000000,0.007189,0.728378
150,1025.50,2.000,-11.650,2.0637,3.4198,38.1473,0.0000,0.0000,0.0000,0.0000,23.8495,0.3060,37.4416,0.0000,0.0000,0.2556,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-29.757,-23.747,4.627,0.603,2.439,0.003397,0.261422,0.000000,0.000000,0.007179,0.728003
151,1025.00,2.000,-11.665,2.1826,3.4203,38.1415,0.0000,0.0000,0.0000,0.0000,23.8803,0.3065,37.4165,0.0000,0.0000,0.2552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-31.462,-25.110,4.893,0.638,2.579,0.003403,0.261799,0.000000,0.000000,0.007169,0.727629
152,1024.50,2.000,-11.681,2.3010,3.4208,38.1357,0.0000,0.0000,0.0000,0.0000,23.9110,0.3071,37.3915,0.0000,0.0000,0.2548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.157,-26.465,5.157,0.673,2.718,0.003410,0.262176,0.000000,0.000000,0.007158,0.727256
153,1024.00,2.000,-11.696,2.4187,3.4214,38.1299,0.0000,0.0000,0.0000,0.0000,23.9416,0.3076,37.3665,0.0000,0.0000,0.2544,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-34.842,-27.812,5.419,0.707,2.857,0.003417,0.262551,0.000000,0.000000,0.007148,0.726885
154,1023.50,2.000,-11.712,2.5358,3.4219,38.1241,0.0000,0.0000,0.0000,0.0000,23.9720,0.3081,37.3417,0.0000,0.0000,0.2540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-36.517,-29.152,5.680,0.741,2.994,0.003423,0.262924,0.000000,0.000000,0.007138,0.726515
155,1023.00,2.000,-11.727,2.6524,3.4224,38.1184,0.0000,0.0000,0.0000,0.0000,24.0024,0.3087,37.3170,0.0000,0.0000,0.2536,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-38.182,-30.484,5.940,0.775,3.131,0.003430,0.263297,0.000000,0.000000,0.007127,0.726146
156,1022.50,2.000,-11.743,2.7683,3.4229,38.1127,0.0000,0.0000,0.0000,0.0000,24.0326,0.3092,37.2923,0.0000,0.0000,0.2532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-39.838,-31.808,6.198,0.809,3.268,0.003436,0.263668,0.000000,0.000000,0.007117,0.725779
157,1022.00,2.000,-11.758,2.8836,3.4235,38.1070,0.0000,0.0000,0.0000,0.0000,24.0627,0.3098,37.2678,0.0000,0.0000,0.2528,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-41.484,-33.125,6.454,0.842,3.403,0.003442,0.264038,0.000000,0.000000,0.007107,0.725413
158,1021.50,2.000,-11.774,2.9983,3.4240,38.1013,0.0000,0.0000,0.0000,0.0000,24.0928,0.3103,37.2433,0.0000,0.0000,0.2523,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-43.121,-34.434,6.710,0.876,3.538,0.003449,0.264407,0.000000,0.000000,0.007096,0.725048
159,1021.00,2.000,-11.789,3.1125,3.4245,38.0956,0.0000,0.0000,0.0000,0.0000,24.1227,0.3108,37.2189,0.0000,0.0000,0.2519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-44.748,-35.737,6.963,0.909,3.672,0.003455,0.264774,0.000000,0.000000,0.007086,0.724685
160,1020.50,2.000,-11.804,3.2261,3.4250,38.0900,0.0000,0.0000,0.0000,0.0000,24.1524,0.3113,37.1947,0.0000,0.0000,0.2515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-46.366,-37.032,7.215,0.942,3.805,0.003462,0.265140,0.000000,0.000000,0.007075,0.724323
161,1020.00,2.000,-11.820,3.3391,3.4255,38.0844,0.0000,0.0000,0.0000,0.0000,24.1821,0.3119,37.1705,0.0000,0.0000,0.2511,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-47.974,-38.319,7.466,0.975,3.938,0.003468,0.265505,0.000000,0.000000,0.007065,0.723962
162,1019.50,2.000,-11.835,3.4515,3.4260,38.0788,0.0000,0.0000,0.0000,0.0000,24.2117,0.3124,37.1464,0.0000,0.0000,0.2507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-49.574,-39.600,7.716,1.007,4.070,0.003474,0.265869,0.000000,0.000000,0.007054,0.723603
163,1019.00,2.000,-11.850,3.5633,3.4265,38.0732,0.0000,0.0000,0.0000,0.0000,24.2411,0.3129,37.1224,0.0000,0.0000,0.2503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-51.164,-40.874,7.964,1.040,4.201,0.003481,0.266231,0.000000,0.000000,0.007043,0.723245
164,1018.50,2.000,-11.865,3.6746,3.4271,38.0677,0.0000,0.0000,0.0000,0.0000,24.2705,0.3134,37.0985,0.0000,0.0000,0.2499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-52.745,-42.140,8.210,1.072,4.331,0.003487,0.266592,0.000000,0.000000,0.007033,0.722888
165,1018.00,2.000,-11.881,3.7854,3.4276,38.0622,0.0000,0.0000,0.0000,0.0000,24.2997,0.3139,37.0747,0.0000,0.0000,0.2495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-54.317,-43.400,8.456,1.104,4.461,0.003493,0.266952,0.000000,0.000000,0.007022,0.722533
166,1017.50,2.000,-11.896,3.8956,3.4281,38.0567,0.0000,0.0000,0.0000,0.0000,24.3288,0.3144,37.0510,0.0000,0.0000,0.2490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-55.881,-44.652,8.700,1.136,4.590,0.003499,0.267311,0.000000,0.000000,0.007011,0.722179
167,1017.00,2.000,-11.911,4.0052,3.4286,38.0512,0.0000,0.0000,0.0000,0.0000,24.3578,0.3149,37.0274,0.0000,0.0000,0.2486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.435,-45.898,8.942,1.168,4.718,0.003505,0.267668,0.000000,0.000000,0.007001,0.721826
168,1016.50,2.000,-11.926,4.1143,3.4291,38.0457,0.0000,0.0000,0.0000,0.0000,24.3867,0.3155,37.0039,0.0000,0.0000,0.2482,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-58.981,-47.138,9.184,1.200,4.846,0.003511,0.268024,0.000000,0.000000,0.006990,0.721475
169,1016.00,2.000,-11.942,4.2125,3.4296,38.0398,0.0000,0.0000,0.0000,0.0000,24.4181,0.3160,36.9783,0.0000,0.0000,0.2478,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-60.368,-48.250,9.400,1.228,4.961,0.003518,0.268411,0.000000,0.000000,0.006978,0.721092
170,1015.50,2.000,-11.959,4.2848,3.4303,38.0326,0.0000,0.0000,0.0000,0.0000,24.4560,0.3167,36.9474,0.0000,0.0000,0.2472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-61.381,-49.062,9.559,1.249,5.045,0.003527,0.268877,0.000000,0.000000,0.006965,0.720631
171,1015.00,2.000,-11.976,4.3567,3.4309,38.0255,0.0000,0.0000,0.0000,0.0000,24.4937,0.3174,36.9167,0.0000,0.0000,0.2467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-62.386,-49.869,9.717,1.270,5.128,0.003535,0.269343,0.000000,0.000000,0.006952,0.720170
172,1014.50,2.000,-11.993,4.4281,3.4315,38.0184,0.0000,0.0000,0.0000,0.0000,24.5313,0.3181,36.8860,0.0000,0.0000,0.2462,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-63.384,-50.670,9.873,1.290,5.211,0.003544,0.269807,0.000000,0.000000,0.006938,0.719711
173,1014.00,2.000,-12.010,4.4991,3.4322,38.0113,0.0000,0.0000,0.0000,0.0000,24.5688,0.3189,36.8554,0.0000,0.0000,0.2457,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-64.374,-51.466,10.029,1.311,5.294,0.003553,0.270269,0.000000,0.000000,0.006925,0.719253
174,1013.50,2.000,-12.027,4.5696,3.4328,38.0042,0.0000,0.0000,0.0000,0.0000,24.6061,0.3196,36.8249,0.0000,0.0000,0.2452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-65.358,-52.256,10.183,1.331,5.375,0.003561,0.270731,0.000000,0.000000,0.006911,0.718797
175,1013.00,2.000,-12.044,4.6397,3.4334,37.9971,0.0000,0.0000,0.0000,0.0000,24.6434,0.3203,36.7945,0.0000,0.0000,0.2446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-66.335,-53.040,10.337,1.351,5.457,0.003570,0.271191,0.000000,0.000000,0.006898,0.718341
176,1012.50,2.000,-12.061,4.7093,3.4341,37.9901,0.0000,0.0000,0.0000,0.0000,24.6806,0.3210,36.7642,0.0000,0.0000,0.2441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-67.305,-53.819,10.489,1.371,5.538,0.003578,0.271651,0.000000,0.000000,0.006884,0.717887
177,1012.00,2.000,-12.078,4.7786,3.4347,37.9831,0.0000,0.0000,0.0000,0.0000,24.7176,0.3217,36.7340,0.0000,0.0000,0.2436,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-68.268,-54.593,10.641,1.391,5.618,0.003587,0.272109,0.000000,0.000000,0.006871,0.717434
178,1011.50,2.000,-12.095,4.8474,3.4353,37.9761,0.0000,0.0000,0.0000,0.0000,24.7546,0.3224,36.7039,0.0000,0.0000,0.2431,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-69.224,-55.362,10.791,1.411,5.697,0.003595,0.272566,0.000000,0.000000,0.006857,0.716982
179,1011.00,2.000,-12.112,4.9157,3.4359,37.9691,0.0000,0.0000,0.0000,0.0000,24.7914,0.3231,36.6738,0.0000,0.0000,0.2425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-70.174,-56.125,10.940,1.431,5.777,0.003604,0.273021,0.000000,0.000000,0.006844,0.716531
180,1010.50,2.000,-12.127,4.9701,3.4367,37.9608,0.0000,0.0000,0.0000,0.0000,24.8355,0.3239,36.6377,0.0000,0.0000,0.2421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-70.918,-56.723,11.058,1.446,5.839,0.003614,0.273567,0.000000,0.000000,0.006834,0.715986
181,1010.00,2.000,-12.143,5.0183,3.4374,37.9518,0.0000,0.0000,0.0000,0.0000,24.8826,0.3248,36.5990,0.0000,0.0000,0.2418,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-71.572,-57.250,11.162,1.460,5.894,0.003625,0.274150,0.000000,0.000000,0.006825,0.715400
182,1009.50,2.000,-12.158,5.0663,3.4382,37.9429,0.0000,0.0000,0.0000,0.0000,24.9296,0.3257,36.5604,0.0000,0.0000,0.2414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.223,-57.773,11.266,1.474,5.949,0.003635,0.274733,0.000000,0.000000,0.006816,0.714815
183,1009.00,2.000,-12.173,5.1141,3.4390,37.9340,0.0000,0.0000,0.0000,0.0000,24.9765,0.3266,36.5219,0.0000,0.0000,0.2410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.870,-58.294,11.369,1.487,6.004,0.003646,0.275315,0.000000,0.000000,0.006808,0.714231
184,1008.50,2.000,-12.188,5.1617,3.4398,37.9251,0.0000,0.0000,0.0000,0.0000,25.0233,0.3275,36.4834,0.0000,0.0000,0.2407,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-73.514,-58.812,11.471,1.501,6.058,0.003657,0.275896,0.000000,0.000000,0.006799,0.713648
185,1008.00,2.000,-12.203,5.2091,3.4405,37.9162,0.0000,0.0000,0.0000,0.0000,25.0701,0.3284,36.4451,0.0000,0.0000,0.2403,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.154,-59.327,11.573,1.514,6.112,0.003668,0.276475,0.000000,0.000000,0.006790,0.713066
186,1007.50,2.000,-12.218,5.2563,3.4413,37.9073,0.0000,0.0000,0.0000,0.0000,25.1167,0.3293,36.4068,0.0000,0.0000,0.2399,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.791,-59.840,11.675,1.527,6.166,0.003679,0.277054,0.000000,0.000000,0.006781,0.712486
187,1007.00,2.000,-12.233,5.3033,3.4421,37.8985,0.0000,0.0000,0.0000,0.0000,25.1632,0.3302,36.3686,0.0000,0.0000,0.2396,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-75.425,-60.350,11.776,1.541,6.219,0.003690,0.277632,0.000000,0.000000,0.006773,0.711906
188,1006.50,2.000,-12.248,5.3501,3.4428,37.8897,0.0000,0.0000,0.0000,0.0000,25.2096,0.3311,36.3305,0.0000,0.0000,0.2392,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-76.055,-60.857,11.876,1.554,6.273,0.003700,0.278209,0.000000,0.000000,0.006764,0.711327
189,1006.00,2.000,-12.263,5.3967,3.4436,37.8809,0.0000,0.0000,0.0000,0.0000,25.2558,0.3320,36.2925,0.0000,0.0000,0.2388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-76.681,-61.362,11.976,1.567,6.326,0.003711,0.278784,0.000000,0.000000,0.006755,0.710750
190,1005.50,2.000,-12.278,5.4430,3.4444,37.8721,0.0000,0.0000,0.0000,0.0000,25.3020,0.3328,36.2546,0.0000,0.0000,0.2385,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-77.305,-61.864,12.076,1.580,6.379,0.003722,0.279359,0.000000,0.000000,0.006746,0.710173
191,1005.00,2.000,-12.293,5.4892,3.4451,37.8633,0.0000,0.0000,0.0000,0.0000,25.3481,0.3337,36.2167,0.0000,0.0000,0.2381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-77.924,-62.363,12.175,1.593,6.431,0.003733,0.279932,0.000000,0.000000,0.006737,0.709598
192,1004.50,2.000,-12.308,5.5352,3.4459,37.8546,0.0000,0.0000,0.0000,0.0000,25.3941,0.3346,36.1790,0.0000,0.0000,0.2377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-78.541,-62.860,12.273,1.606,6.483,0.003744,0.280504,0.000000,0.000000,0.006728,0.709024
193,1004.00,2.000,-12.323,5.5811,3.4467,37.8459,0.0000,0.0000,0.0000,0.0000,25.4399,0.3355,36.1414,0.0000,0.0000,0.2374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-79.155,-63.354,12.371,1.619,6.535,0.003754,0.281075,0.000000,0.000000,0.006719,0.708451
194,1003.50,2.000,-12.338,5.6267,3.4474,37.8372,0.0000,0.0000,0.0000,0.0000,25.4857,0.3364,36.1038,0.0000,0.0000,0.2370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-79.765,-63.846,12.469,1.632,6.587,0.003765,0.281646,0.000000,0.000000,0.006711,0.707879
195,1003.00,2.000,-12.353,5.6721,3.4482,37.8285,0.0000,0.0000,0.0000,0.0000,25.5313,0.3373,36.0663,0.0000,0.0000,0.2366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-80.372,-64.335,12.566,1.645,6.639,0.003776,0.282215,0.000000,0.000000,0.006702,0.707308
196,1002.50,2.000,-12.368,5.7173,3.4489,37.8199,0.0000,0.0000,0.0000,0.0000,25.5768,0.3382,36.0289,0.0000,0.0000,0.2362,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-80.975,-64.822,12.663,1.658,6.690,0.003787,0.282782,0.000000,0.000000,0.006693,0.706738
197,1002.00,2.000,-12.382,5.7624,3.4497,37.8112,0.0000,0.0000,0.0000,0.0000,25.6222,0.3390,35.9917,0.0000,0.0000,0.2359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-81.576,-65.306,12.759,1.670,6.741,0.003797,0.283349,0.000000,0.000000,0.006684,0.706170
198,1001.50,2.000,-12.397,5.8072,3.4504,37.8026,0.0000,0.0000,0.0000,0.0000,25.6675,0.3399,35.9545,0.0000,0.0000,0.2355,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-82.173,-65.788,12.854,1.683,6.792,0.003808,0.283914,0.000000,0.000000,0.006675,0.705603
199,1001.00,2.000,-12.412,5.8519,3.4512,37.7940,0.0000,0.0000,0.0000,0.0000,25.7127,0.3408,35.9174,0.0000,0.0000,0.2351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-82.767,-66.267,12.950,1.696,6.842,0.003819,0.284479,0.000000,0.000000,0.006666,0.705037
200,1000.50,2.000,-12.427,5.8923,3.4519,37.7855,0.0000,0.0000,0.0000,0.0000,25.7578,0.3417,35.8803,0.0000,0.0000,0.2347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-83.300,-66.698,13.035,1.707,6.888,0.003830,0.285043,0.000000,0.000000,0.006655,0.704472
201,1000.00,2.000,-12.443,5.9320,3.4527,37.7769,0.0000,0.0000,0.0000,0.0000,25.8029,0.3426,35.8434,0.0000,0.0000,0.2343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-83.824,-67.121,13.120,1.718,6.933,0.003841,0.285606,0.000000,0.000000,0.006645,0.703908
202,999.50,2.000,-12.458,5.9716,3.4534,37.7684,0.0000,0.0000,0.0000,0.0000,25.8478,0.3435,35.8065,0.0000,0.0000,0.2339,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-84.345,-67.541,13.203,1.729,6.977,0.003852,0.286168,0.000000,0.000000,0.006634,0.703346
203,999.00,2.000,-12.474,6.0110,3.4542,37.7598,0.0000,0.0000,0.0000,0.0000,25.8926,0.3444,35.7698,0.0000,0.0000,0.2334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-84.863,-67.960,13.287,1.740,7.021,0.003862,0.286729,0.000000,0.000000,0.006624,0.702785
204,998.50,2.000,-12.489,6.0503,3.4549,37.7514,0.0000,0.0000,0.0000,0.0000,25.9373,0.3453,35.7331,0.0000,0.0000,0.2330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-85.378,-68.377,13.370,1.751,7.066,0.003873,0.287288,0.000000,0.000000,0.006613,0.702226
205,998.00,2.000,-12.505,6.0894,3.4557,37.7429,0.0000,0.0000,0.0000,0.0000,25.9818,0.3462,35.6965,0.0000,0.0000,0.2326,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-85.891,-68.791,13.452,1.762,7.109,0.003884,0.287846,0.000000,0.000000,0.006602,0.701667
206,997.50,2.000,-12.520,6.1283,3.4564,37.7344,0.0000,0.0000,0.0000,0.0000,26.0262,0.3471,35.6601,0.0000,0.0000,0.2322,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-86.401,-69.203,13.534,1.773,7.153,0.003895,0.288403,0.000000,0.000000,0.006592,0.701110
207,997.00,2.000,-12.535,6.1671,3.4572,37.7260,0.0000,0.0000,0.0000,0.0000,26.0705,0.3479,35.6238,0.0000,0.0000,0.2317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-86.908,-69.614,13.616,1.784,7.197,0.003906,0.288958,0.000000,0.000000,0.006581,0.700555
208,996.50,2.000,-12.551,6.2057,3.4579,37.7176,0.0000,0.0000,0.0000,0.0000,26.1147,0.3488,35.5875,0.0000,0.0000,0.2313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-87.413,-70.022,13.697,1.795,7.240,0.003917,0.289512,0.000000,0.000000,0.006570,0.700001
209,996.00,2.000,-12.566,6.2441,3.4587,37.7093,0.0000,0.0000,0.0000,0.0000,26.1588,0.3497,35.5514,0.0000,0.0000,0.2309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-87.915,-70.428,13.778,1.805,7.283,0.003928,0.290065,0.000000,0.000000,0.006560,0.699448
210,995.50,2.000,-12.581,6.2824,3.4594,37.7009,0.0000,0.0000,0.0000,0.0000,26.2027,0.3506,35.5154,0.0000,0.0000,0.2304,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-88.414,-70.832,13.859,1.816,7.326,0.003939,0.290616,0.000000,0.000000,0.006549,0.698896
211,995.00,2.000,-12.597,6.3206,3.4601,37.6926,0.0000,0.0000,0.0000,0.0000,26.2465,0.3515,35.4794,0.0000,0.0000,0.2300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-88.911,-71.234,13.939,1.827,7.369,0.003949,0.291166,0.000000,0.000000,0.006538,0.698346
212,994.50,2.000,-12.612,6.3729,3.4612,37.6805,0.0000,0.0000,0.0000,0.0000,26.3094,0.3536,35.4270,0.0000,0.0000,0.2295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-89.592,-71.781,14.050,1.841,7.427,0.003974,0.291958,0.000000,0.000000,0.006527,0.697541
